oppsummering,Gi meg en kort oppsummering av handlingen.
perspektiv,Hun har et unikt perspektiv på livet.
synsvinkel,Boken er skrevet fra første persons synsvinkel.
bibliografi,Bibliografien viser kildene for boken.
kilde,Han brukte en pålitelig kilde for informasjonen.
redigering,Redigering av teksten tok lang tid.
korrektur,Hun leste korrektur for å finne feil.
litteraturhistorie,Litteraturhistorie er en del av studiet.
hund,Vår hund elsker å leke i hagen.
katt,Katten min sover mye på dagen.
fugl,En liten fugl sang i treet.
ku,Kuen spiser gress på engen.
gris,Grisen ligger i gjørmen.
sau,Det er mange sauer på fjellet.
geit,Geiten klatret på steinene.
kanin,Kaninen er et kjæledyr for barn.
rotte,Vi så en rotte i søppelet.
mus,En liten mus gjemte seg i veggen.
høne,Hønen la et egg i dag.
and,Anden svømte rolig på vannet.
gås,En flokk gjess fløy sørover.
kalkun,Vi spiser kalkun til middag.
bie,Bien samler nektar fra blomstene.
sommerfugl,En vakker sommerfugl landet på skulderen min.
marihøne,Marihønen er rød med sorte prikker.
edderkopp,Jeg er redd for store edderkopper.
insekter,Det er mange små insekter i skogen.
flue,En flue surret rundt hodet mitt.
mygg,Myggen stikker om sommeren.
møll,Møllen spiste hull i ullgenseren.
pinnsvin,Pinnsvinet rullet seg sammen til en ball.
rådyr,Et rådyr sto i utkanten av skogen.
hest,Hun rir på hest hver uke.
elefant,Elefanten er det største landdyret.
løve,Løven jakter i flokk på savannen.
tiger,Tigeren har vakre striper.
bjørn,Bjørnen våkner etter vinterdvalen.
ulv,Ulven ulte mot månen.
rev,Reven er kjent for å være lur.
hjort,Vi så en stor hjort i skogen.
elg,Elgen er Norges største dyr.
skilpadde,Skilpadden beveger seg sakte.
krokodille,Krokodillen ligger i vannet og venter.
slange,Slangen krøllet seg sammen i gresset.
frosk,Frosken hopper fra liljeblad til liljeblad.
øgle,Øglen solte seg på en varm stein.
hai,Haien er en farlig rovfisk.
delfin,Delfinen lekte seg i bølgene.
hval,Hvalen er verdens største pattedyr.
sjøløve,Sjøløven lå og hvilte på stranden.
pingvin,Pingvinen bor i kalde strøk.
panda,Pandaen spiser bambus.
koala,Koalaen lever i Australia.
aper,Aper er intelligente dyr.
gorilla,Gorillaen er en stor ape.
sjimpanse,Sjimpansen er veldig leken.
løveunge,Løveungen lekte med sin mor.
kattunge,De har fått en ny kattunge i huset.
elv,Elven renner gjennom dalen.
innsjø,Vi badet i den store innsjøen.
hav,Havet er blått og uendelig.
skog,Vi gikk en tur i skogen.
dal,Huset ligger i en vakker dal.
eng,Sauer beiter på engen.
sand,Barn leker med sand på stranden.
strand,Vi var på stranden hele dagen.
mark,Vi fant mange meitemark i marken.
jord,Hun plantet blomster i jorden.
stein,Han kastet en flat stein ut i vannet.
regn,Jeg liker å høre regnet mot vinduet.
sol,I dag skinner solen varmt.
vind,Det blåser sterk vind langs kysten.
sky,En mørk sky dekker solen nå.
tåke,Om morgenen var det tykk tåke over vannet.
natur,Vi må ta vare på den vakre naturen.
fjell,Han drømmer om å klatre til toppen av et høyt fjell.
fjord,Vi så en hval svømme i fjorden.
myr,Det er vått å gå over myra.
klippe,Måken bygget reir på klippen.
foss,Fossen lager en kraftig lyd.
elvebredd,Vi satt ved elvebredden og fisket.
skogbunn,Det lukter jord og mose på skogbunnen.
tåkesky,En tåkesky drev inn fra havet.
storm,Meteorologene varslet en kraftig storm.
lyn,Vi så lynet lyse opp himmelen.
torden,Etter lynet kom et høyt brak av torden.
dyreliv,Dyrelivet i skogen er rikt og variert.
plantevekst,Varmen har ført til frodig plantevekst.
flora,Vi studerte floraen på fjellet.
fauna,Afrika har en imponerende fauna.
jakt,Jakt er strengt regulert i Norge.
fiske,Vi dro ut på sjøen for å fiske torsk.
tur,Skal vi gå en kort tur i ettermiddag?
fjelltur,"Fjellturen var lang, men utsikten var verdt det."
leir,Vi slo leir ved vannet.
telt,Har du husket å pakke teltet?
økosystem,Regnskogen er et viktig økosystem.
miljø,Vi bør kaste søppel for å beskytte miljøet.
forurensning,Plast i havet er en stor forurensning.
resirkulering,Resirkulering av glass er viktig.
bærekraft,Vi trenger mer fokus på bærekraft.
villmark,Canada har store områder med urørt villmark.
nasjonalpark,Rondane er en kjent nasjonalpark.
reservat,Dyrene bor trygt i reservatet.
naturvern,Naturvern er en viktig sak for mange.
bevaring,Bevaring av gamle bygninger er nødvendig.
klimaendring,Klimaendring er et globalt problem.
jordbruk,Jordbruk er en viktig næring i bygda.
global oppvarming,Issmelting er en konsekvens av global oppvarming.
tre,Det står et gammelt tre i hagen.
busk,Busken utenfor vinduet blomstrer vakkert.
blomst,Han ga meg en rød blomst.
gress,Jeg må klippe gresset i morgen.
plante,Vi må vanne planten hver uke.
blad,Bladene blir gule om høsten.
rot,Treets rot går dypt ned i jorden.
stamme,Ekornet klatret opp stammen på treet.
frø,Vi plantet noen frø i vinduskarmen.
løv,Mye løv falt ned fra trærne.
hage,De har en fin hage bak huset.
blomsterpotte,Hun plantet krydderurter i en blomsterpotte.
krukke,Sett vann i krukken til blomstene.
plen,Barna lekte på plenen.
enger,Kuene beiter på de grønne engerne.
skog,Vi gikk oss en lang tur i skogen.
jord,Jeg kjøpte ny jord til plantene.
vann,Plantene trenger vann for å vokse.
sollys,Rosene trenger mye sollys.
skygge,Det er kjøligere i skyggen.
mose,Mose vokser ofte på den nordlige siden av trærne.
sopp,Vi fant en stor sopp i skogen.
jordtype,Denne jordtypen er god for grønnsaker.
blomsterknopp,"Se, en ny blomsterknopp er på vei!"
frukt,Eple er en sunn frukt.
bær,Vi plukket blå bær i skogen.
korn,Korn brukes til å bake brød.
plantevern,Plantevern er viktig for å beskytte avlingene.
hekk,Naboen har en høy hekk mot gaten.
plantevern,Plantevern er viktig for å beskytte avlingene mot skadedyr.
gartner,Gartneren stelte roser i parken.
hagearbeid,Hagearbeid er en fin hobby.
hagebruk,Han har studert hagebruk på universitetet.
frøplanting,Vi begynte med frøplanting i mars.
stikling,Hun laget en ny plante fra en stikling.
buskvekst,Fjellene har lav buskvekst.
vanning,Jeg glemte vanning av tomatplantene.
høsting,Vi er klare for høsting av potetene.
dekorasjon,Blomstene brukes som dekorasjon på bordet.
aromatisk,Lavendel er en aromatisk plante.
krydderplante,Basilikum er en populær krydderplante.
tropisk plante,Ananas er en tropisk plante.
jungel,Apen lever i jungelen.
plantevekst,Våren bringer med seg frodig plantevekst i hagen.
næring,Plantene får næring fra jorden.
fotosyntese,Fotosyntese produserer oksygen.
pollinering,Bier er viktige for pollinering.
insekt,En maur er et lite insekt.
bie,Bien fløy fra blomst til blomst.
fugl,En liten fugl sitter på taket.
alger,Alger vokser i vannet.
blomstring,Treet er i full blomstring.
brød,Jeg kjøpte et ferskt brød.
smør,Vil du ha smør på skiven?
ost,Jeg spiser gjerne ost til lunsj.
melk,Hvor er melken til kaffen?
egg,Jeg koker et egg til frokost.
kjøtt,Vi spiser kjøtt og grønnsaker til middag.
fisk,Laks er en populær fisk i Norge.
kylling,Skal vi grille kylling i kveld?
svin,Jeg liker å spise svin.
laks,Laks er sunn å spise.
torsk,Torsk er en hvit fisk.
grønnsaker,Jeg spiser grønnsaker hver dag.
frukt,Frukt er godt til frokost.
potet,Potet kan kokes eller stekes.
vann,Jeg drikker mye vann.
juice,Juice smaker søtt.
te,Jeg drikker te om morgenen.
kaffe,Kaffe er varm og god.
smake,Jeg vil smake på suppen.
spise,Vi skal spise middag nå.
drikke,Jeg vil drikke vann.
koke,Jeg skal koke pasta.
steke,Vi kan steke kjøttet i pannen.
grille,Vi vil grille i hagen i kveld.
bake,Jeg liker å bake brød.
røre,Rør godt i sausen.
skjære,Jeg skal skjære brødet.
kutte,Hun kutter grønnsaker til salaten.
helle,Helle vann i koppen.
tallerken,Legg maten på tallerkenen.
kopp,Jeg drikker kaffe fra koppen.
kniv,Bruk kniv til å kutte kjøttet.
gaffel,Jeg spiser med gaffel.
skje,Jeg bruker skje til suppen.
middag,Vi spiser middag klokken seks.
frokost,Frokost er viktig om morgenen.
lunsj,Jeg spiser lunsj på skolen.
kveldsmat,Vi har kveldsmat etter jobben.
sukker,Jeg liker litt sukker i teen.
salt,Husk å bruke litt salt.
pepper,Pepper gir maten smak.
krydder,Krydder gjør maten god.
ris,Jeg lager ris til middag.
pasta,Pasta er lett å lage.
nudler,Nudler er rask mat.
olje,Bruk litt olje i pannen.
eddik,Eddik smaker surt.
ål,Ål er en lang fisk.
øl,Han drikker øl med maten.
brus,Barn liker brus.
eple,Eplet er rødt.
banan,Banan er gul.
appelsin,Jeg spiser en appelsin til frokost.
sitron,Sitron smaker surt.
tomat,Tomat er god i salat.
agurk,Agurk er frisk.
salat,Salat er sunn mat.
løk,Løk gir god smak.
gulrot,Gulrot er oransje.
ert,Erter er små og grønne.
bønne,Bønner er gode i suppe.
mais,Mais smaker søtt.
sopp,Sopp kan stekes i pannen.
nøtter,Jeg liker å spise nøtter.
mandel,Mandel er en type nøtt.
olivenolje,Bruk olivenolje på salaten.
appelsin,Jeg spiser en appelsin til frokost.
sitron,Sitron smaker surt.
pære,Pæren er moden.
plomme,Plommer er søte.
fersken,Fersken smaker godt.
nektarin,Nektarin er saftig.
kirsebær,Jeg plukker kirsebær i hagen.
granateple,Granateple er rødt og friskt.
skinke,Jeg liker skinke på brød.
reker,Reker er gode med majones.
tunfisk,Tunfisk er god i salat.
sild,Sild spiser vi til frokost.
krabbe,Krabbe er populær ved sjøen.
blåskjell,Vi skal koke blåskjell.
aubergine,Aubergine kan stekes i ovnen.
squash,Squash er grønn og rund.
rødbeter,Rødbeter er sunne.
selleri,Selleri smaker friskt.
reddik,Reddik er liten og rød.
fennikel,Fennikel lukter sterkt.
asparges,Asparges er grønn og tynn.
avocado,Avocado er kremet.
valnøtter,Valnøtter er gode i kaker.
hasselnøtter,Hasselnøtter smaker søtt.
peanøtter,Peanøtter er saltet.
cashewnøtter,Cashewnøtter er myke å tygge.
solsikkeolje,Bruk solsikkeolje til steking.
smørbrød,Jeg spiser smørbrød til lunsj.
suppe,Suppe er varm mat.
saus,Saus gjør maten bedre.
dessert,Vi spiser dessert etter middag.
kake,Kake er søt.
sjokolade,Sjokolade smaker godt.
iskrem,Iskrem er kaldt.
yoghurt,Yoghurt er sunt til frokost.
krydret,Maten er krydret og god.
søt,Eplet smaker søt.
saltet,Peanøttene er saltet.
sur,Sitron smaker sur.
bitter,Kaffe kan smake bitter.
smakfull,Middagen er veldig smakfull.
rå,Jeg liker rå grønnsaker.
stekt,Jeg liker stekt kjøtt.
kokt,Poteten er kokt.
bakt,Jeg har bakt brød.
grillet,Vi grillet pølser i hagen.
dampet,Grønnsaker kan dampes.
marinert,Kjøttet er marinert i sausen.
frokostblanding,Jeg spiser frokostblanding om morgenen.
havregryn,Havregryn er sunt til frokost.
spaghetti,Vi lager spaghetti til middag.
maisstivelse,Maisstivelse brukes i sauser.
honning,Honning er søtt på brød.
syltetøy,Jeg liker jordbærsyltetøy.
ketchup,Ketchup er populært på pølser.
sennep,Sennep smaker sterkt.
majones,Jeg har majones på smørbrødet.
pickles,Pickles er sur og sprø.
brunsaus,Brunsaus passer til kjøtt.
fiskesaus,Fiskesaus gir god smak.
soyasaus,Soyasaus brukes i asiatisk mat.
tomatsaus,Tomatsaus er rød og god.
pesto,Pesto smaker sterkt av basilikum.
basilikum,Basilikum er grønn og frisk.
oregano,Oregano brukes i pizza.
timian,Timian lukter godt.
rosmarin,Rosmarin passer til poteter.
persille,Persille er grønn og fin på maten.
dill,Dill er god til fisk.
kanel,Kanel brukes i eplekake.
ingefær,Ingefær smaker sterkt.
kardemomme,Kardemomme er søtt og aromatisk.
muskatnøtt,Muskatnøtt brukes i sauser.
paprika krydder,Paprika krydder gir farge og smak.
chili pulver,Chili pulver gjør maten sterk.
hvit pepper,Hvit pepper er mildere enn svart pepper.
grønnsaksbuljong,Grønnsaksbuljong brukes i suppe.
kjøttbuljong,Kjøttbuljong gir smak til sauser.
fiskebuljong,Fiskebuljong brukes til fiskesuppe.
melkekrem,Melkekrem er søt og myk.
fløte,Jeg har fløte i kaffen.
rømme,Rømme passer til taco.
margarin,Margarin smører vi på brød.
vegetabilsk olje,Bruk vegetabilsk olje til steking.
limejuice,Limejuice smaker surt.
tomatpuré,Tomatpuré brukes i sauser.
brødsmuler,Brødsmuler brukes til panering.
mel,Jeg baker med mel.
hvetemel,Hvetemel er fint til kaker.
grovt mel,Grovt mel er sunt.
maismel,Maismel brukes i brød.
gjær,Jeg bruker gjær i brødbaking.
bakepulver,Bakepulver gjør kaken luftig.
natron,Natron brukes i noen kaker.
vanilje,Vanilje smaker søtt.
sjokoladekake,Vi spiser sjokoladekake til dessert.
eplekake,Eplekake er god med kanel.
rundstykke,Jeg spiser rundstykke til frokost.
baguette,Baguette er langt og sprøtt.
croissant,Croissant smaker godt med smør.
muffins,Muffins er søte små kaker.
smørbrødskive,Jeg har ost på smørbrødskive.
pålegg,Pålegg legges på brødskiven.
storfekjøtt,Storfekjøtt kan stekes eller grilles.
hammer,Jeg bruker hammer til spiker.
kniv,Kniv brukes til å kutte.
øks,Øks brukes til å hugge ved.
sag,Sag brukes til å kutte tre.
spiker,Spiker holder tre sammen.
skrue,Skrue brukes i møbler.
lim,Lim fester papir og tre.
tape,Tape brukes til å feste ting.
pensel,Jeg maler med pensel.
stige,Stige hjelper meg å nå høyt.
hjelm,Hjelm beskytter hodet.
vernebriller,Vernebriller beskytter øynene.
hansker,Hansker beskytter hendene.
verktøykasse,Jeg har verktøy i verktøykassen.
arbeidsbord,Arbeidsbord brukes til prosjekter.
skiftenøkkel,Skiftenøkkel brukes til muttere.
skrutrekker,Skrutrekker brukes til skruer.
tang,Tang brukes til å holde ting.
bor,Bor brukes til å lage hull.
drill,Drill brukes til å bore.
fil,Fil brukes til å glatte metall.
skrujern,Skrujern skrur skruer.
målebånd,Målebånd måler lengde.
vater,Vater viser om noe er rett.
håndsag,Håndsag kutter tre for hånd.
stikksag,Stikksag kutter kurver i tre.
baufil,Baufil kutter metall.
knipetang,Knipetang klipper tråd.
skiftenøkkel,Skiftenøkkel kan justeres.
skruestikke,Skruestikke holder ting fast.
hammerbor,Hammerbor brukes til mur.
meisel,Meisel brukes til steinarbeid.
stikktang,Stikktang holder små deler.
drillbit,Drillbit brukes med drill.
borr,Borr lager hull i tre og metall.
skiftenøkkelsett,Skiftenøkkelsett har mange størrelser.
universaltang,Universaltang brukes til mange ting.
sparkel,Sparkel jevner overflater.
skrape,Jeg bruker skrape til å fjerne maling.
sandpapir,Sandpapir glatter overflaten.
maskin,Maskin hjelper til med arbeidet.
vinkelsliper,Vinkelsliper kutter metall.
multiverktøy,Multiverktøy har mange funksjoner.
skrustikke,Skrustikke holder ting fast.
beslag,Beslag fester treplater sammen.
mutter,Mutter holder bolten på plass.
bolt,Bolt fester metallbiter sammen.
justeringsverktøy,Justeringsverktøy brukes til å stille inn.
fysikk,Fysikk handler om krefter og energi.
kjemi,Kjemi studerer stoffer og reaksjoner.
biologi,Biologi handler om levende organismer.
matematikk,Matematikk bruker tall og symboler.
astronomi,Astronomi studerer stjerner og planeter.
eksperiment,Vi gjør eksperiment i laboratoriet.
laboratorium,Laboratorium er stedet for forskning.
måling,Måling viser lengde og vekt.
naturvitenskap,Naturvitenskap studerer naturen.
teknikk,Teknikk handler om praktiske løsninger.
datamaskin,Datamaskin brukes til å skrive og beregne.
teknologi,Teknologi gjør livet enklere.
ingeniør,Ingeniør lager nye maskiner.
databehandling,Databehandling skjer på datamaskiner.
nettverk,Nettverk kobler datamaskiner sammen.
internett,Internett brukes til informasjon.
digitalisering,Digitalisering gjør papir til data.
elektronisk,Telefonen er elektronisk.
maskin,Datamaskinen er en kompleks maskin.
robot,Robot hjelper mennesker i arbeid.
programmering,Programmering lager dataprogrammer.
kode,Kode forteller datamaskinen hva den skal gjøre.
algoritme,Algoritme løser problemer trinn for trinn.
utvikling,Utvikling tar tid og planlegging.
prosess,Prosess består av mange steg.
testing,Testing sjekker om alt fungerer.
analyse,Analyse finner mønstre i data.
statistikk,Statistikk viser tall og trender.
energi,Energi gjør at maskiner kan arbeide.
kraft,Kraft brukes til å flytte objekter.
celle,Celle er byggesteinen i kroppen.
organisme,Organisme er levende vesener.
forskning,Forskning gir ny kunnskap.
oppfinnelse,Oppfinnelse gjør livet lettere.
oppdagelse,Oppdagelse finner noe nytt.
mikroskop,Mikroskop gjør små ting synlige.
teleskop,Teleskop ser langt ut i rommet.
kjemisk reaksjon,Kjemisk reaksjon lager nye stoffer.
DNA,DNA finnes i alle celler.
kunstig intelligens,Kunstig intelligens kan lære av data.
innovasjon,Innovasjon lager nye løsninger.
oppfinner,Oppfinner lager nye ting.
vitenskapelig metode,Vitenskapelig metode tester hypoteser.
teori,Teori forklarer hvordan noe fungerer.
modell,Modell viser hvordan noe ser ut.
simulering,Simulering etterligner virkeligheten.
feltarbeid,Feltarbeid skjer ute i naturen.
teknologiutvikling,Teknologiutvikling forbedrer maskiner.
automatisering,Automatisering gjør arbeid enklere.
sol,Solen gir lys og varme.
måne,Månen lyser om natten.
stjerne,Stjerner lyser på himmelen.
himmel,Himmel er blå om dagen.
rom,Rommet er stort og mørkt.
astronaut,Astronauter reiser til verdensrommet.
teleskop,Astronomen brukte et kraftig teleskop for å studere planetene
satellitt,Satellitt går i bane rundt jorden.
bane,Planeten går i bane rundt solen.
gravitasjon,Gravitasjon holder oss på jorden.
solsystem,Solsystem består av planeter og solen.
himmellegeme,Planeter er himmellegemer.
himmelstrøk,Himmelstrøk er områder på himmelen.
himmelobservasjon,Himmelobservasjon skjer med teleskop.
himmelobjekt,Stjerne er et himmelobjekt.
planet,Jorden er en planet.
komet,Komet har hale som lyser.
meteor,Meteor brenner opp i atmosfæren.
asteroide,Asteroide flyr gjennom rommet.
galakse,Melkeveien er en galakse.
kosmos,Kosmos er universet.
stjernebild,Orion er et kjent stjernebild.
månestein,Astronauter har tatt med månestein hjem.
romferd,Romferd tar mennesker til verdensrommet.
romstasjon,Romstasjon er et laboratorium i rommet.
romforskning,Romforskning studerer universet.
romvitenskap,Romvitenskap forsker på planeter og stjerner.
planetering,Saturn har vakre planeteringer.
jordbane,Jorden går i bane rundt solen.
månebane,Månen går i bane rundt jorden.
lysår,Lysår måler avstand i rommet.
svart hull,Svart hull suger til seg alt rundt.
nebulosa,Nebulosa er et stjernetåkeområde.
supernova,Supernova er en eksploderende stjerne.
kosmisk stråling,Kosmisk stråling kommer fra verdensrommet.
planetarisk system,Solsystem er et planetarisk system.
galaktisk,Galaktisk betyr relatert til galakse.
stjernesystem,Solsystemet vårt er et stjernesystem.
eksoplanet,Eksoplanet går rundt en annen stjerne.
himmelske legemer,Månen og solen er himmelske legemer.
teleskopobservasjon,Teleskopobservasjon ser stjerner og planeter.
universets historie,Universets historie strekker seg over milliarder av år.
astronomi,Astronomi er vitenskapen om himmellegemer.
astronom,Astronomen studerer stjerner og galakser.
univers,Vi er bare en liten del av det store universet.
dag,Vi skal dra på tur i morgen dag.
natt,Jeg sover best når det er helt mørkt om natten.
morgen,Han spiser frokost hver morgen klokken syv.
kveld,Vi så en fin film i går kveld.
time,Jeg ventet i nesten en time på bussen.
minutt,Hun trenger bare et minutt til for å bli ferdig.
sekund,Et sekund er veldig kort tid.
uke,Vi skal på ferie neste uke.
måned,Januar er årets første måned.
år,Hun er seksti år gammel.
kalender,Jeg må sjekke kalenderen for å se datoen.
dato,Hva er datoen i dag?
helg,Jeg slapper av og sover lenge i helgen.
arbeidsdag,Mandag er den første arbeidsdagen i uken.
ferie,Vi gleder oss til sommerferien i Spania.
høytid,Jul er en viktig høytid i Norge.
bursdag,I dag har jeg bursdag!
alder,Hva er den lovlige alderen for å kjøpe alkohol?
liv,Livet på jorden er et under.
fortid,Vi kan lære mye av fortiden.
nåtid,Vi må fokusere på nåtiden.
fremtid,Hva vil du gjøre i fremtiden?
øyeblikk,Vennligst vent et øyeblikk.
midnatt,Klokken tolv om natten kalles midnatt.
middagstid,Skal vi spise lunsj rundt middagstid?
soloppgang,Vi sto opp tidlig for å se soloppgangen over fjellet.
solnedgang,Solnedgangen i kveld var veldig vakker.
årstid,Vår er min favorittårstid.
vår,Om våren begynner blomstene å vokse.
sommer,Vi svømmer og soler oss om sommeren.
høst,Høsten er preget av mange fargerike blader.
vinter,Det er kaldt og snørikt om vinteren.
tidsplan,Jeg må følge en streng tidsplan for å rekke flyet.
tidsrom,Vi har et kort tidsrom til å fullføre oppgaven.
tidsintervall,Mål pulsen din over et tidsintervall på ett minutt.
tidslinje,Tidslinjen viser historien fra år 1900 til 2000.
skuddår,Hvert fjerde år har vi et skuddår.
tidsmåling,Tidsmåling er viktig i vitenskap.
klokke,Hva er klokken nå?
ur,Det gamle uret på veggen har stoppet.
alarm,Jeg stilte alarmen til klokken seks.
ettermiddag,Jeg har et møte i ettermiddag.
århundre,Det 20. århundre var en tid med store endringer.
tiår,Hun har bodd i byen i et tiår.
nyttår,Vi feirer nyttårsaften med fyrverkeri.
jul,Vi pynter treet til jul.
påske,Vi maler egg til påske hvert år.
levetid,En bil har en forventet levetid på mange år.
evighet,Ventetiden føltes som en evighet.
sykkel,Jeg sykler til jobb på min nye sykkel.
bil,Vi tok bilen på en lang ferietur.
tog,Toget til Bergen tar omtrent syv timer.
trikk,I Oslo kan du ta trikken gjennom sentrum.
buss,Bussen stoppet rett utenfor skolen.
båt,Vi dro ut med båten for å fiske makrell.
skip,Det store skipet ankom havnen tidlig i morges.
motor,Du må starte motoren før du kan kjøre.
datamaskin,Jeg bruker datamaskinen til å skrive dokumenter.
telefon,Kan du ringe meg på telefonen i kveld?
smarttelefon,Min smarttelefon har mange nyttige apper.
nettbrett,Barna ser tegnefilmer på nettbrettet.
laptop,Jeg tok med meg laptopen til kaféen.
TV,Vi ser nyhetene på TV klokken syv.
radio,Jeg hører på radioen i bilen hver morgen.
klokke,Hva er klokken nå?
pære,Jeg må bytte pære i taklampen.
lampe,Denne lampen gir et veldig varmt lys.
lyspære,En LED-lyspære bruker lite strøm.
skriver,Jeg må printe ut billetten på skriveren.
skanner,Kan du skannere passet ditt og sende det?
kopimaskin,Vennligst lag ti kopier på kopimaskinen.
kamera,Han brukte et profesjonelt kamera for å ta bildene.
ventilator,Skru på ventilatoren når du lager mat.
ovn,Vi bakte pizza i ovnen.
komfyr,Gryten med vann står og koker på komfyren.
kjøleskap,Maten holder seg kald i kjøleskapet.
fryser,Legg isen i fryseren så den ikke smelter.
vaskemaskin,Vaskemaskinen er i gang med en ny ladning klær.
tørketrommel,Klærne blir raskt tørre i tørketrommelen.
ubåt,Ubåten dykket ned under havoverflaten.
motorsykkel,Han kjørte fort på sin nye motorsykkel.
fly,Flyet landet trygt til slutt.
robot,Fremtidens fabrikker vil ha mange roboter.
droner,De brukte droner til å filme landskapet.
elektrisk bil,Elektrisk bil er populært i Norge.
traktor,Bonden pløyde åkeren med en stor traktor.
gravemaskin,Gravemaskinen arbeidet med å flytte jord.
hjullaster,Hjullasteren lastet sand på lastebilen.
maskin,Denne maskinen er veldig effektiv.
maskineri,Vi hørte lyden av tungt maskineri fra byggeplassen.
motorstyring,Elektronisk motorstyring overvåker bilens yteevne.
generator,Generatoren startet da strømmen gikk.
batteri,Du må lade batteriet til drillen.
solcelle,Vi installerte solceller på taket for å spare strøm.
motorolje,Bilen trenger ny motorolje på neste service.
maskindel,En viktig maskindel måtte byttes ut.
verktøy,Han har alt verktøyet i en stor kasse.
apparat,Kjøkkenet har et nytt elektrisk apparat.
instrument,Musikeren spiller på sitt instrument.
regn,Det begynte å regne kraftig i ettermiddag.
snø,Vi håper på snø til jul.
sol,Solen skinner i dag.
vind,Det er sterk vind langs kysten.
tåke,Tykk tåke gjorde det vanskelig å kjøre.
is,"Pass på, det er glatt is på veien."
hagl,Det falt plutselig hagl fra himmelen.
frost,Det var frost på bakken tidlig i morges.
soloppgang,Vi så den vakre soloppgangen fra fjellet.
solnedgang,Solnedgangen farget himmelen rød.
morgen,Jeg drikker kaffe hver morgen.
kveld,Vi spiser middag om kvelden.
dag,I dag er en fin dag.
natt,Stjernene lyser om natten.
årstid,Sommer er min favorittårstid.
vinter,Det er kaldt i vinter.
vår,Blomstene spirer om våren.
sommer,Barna leker ute hele sommeren.
høst,Høsten er tid for innhøsting.
skyer,Det er mange grå skyer på himmelen.
skydekke,Et tett skydekke skjuler solen.
temperatur,Temperaturen er høy i dag.
varme,Vi trenger ikke jakke i denne varmen.
kulde,Kulden bet seg fast i kinnene.
uvær,Vi måtte holde oss inne på grunn av uværet.
storm,Stormen rev ned flere trær.
lyn,Lynet slo ned i et tre.
torden,Vi hørte et kraftig smell av torden.
regnvær,Jeg liker å lese bok i regnvær.
regndråpe,En regndråpe falt på vinduet mitt.
tåkesky,En tåkesky kom drivende over fjellet.
vindkast,Et sterkt vindkast nesten veltet meg.
bris,En lett bris gjorde dagen kjøligere.
overskyet,I dag er det overskyet og grått.
tropisk,Brasil har et tropisk klima.
polar,Polarområdene har ekstrem kulde.
fuktighet,Høy fuktighet gjør luften tung.
lufttrykk,Lavt lufttrykk fører ofte til regn.
stormfullt,Det ble meldt om stormfullt vær langs kysten.
ekstremvær,Ekstremvær fører til store skader.
nedbør,Vi fikk mye nedbør i går.
tørke,Langvarig tørke skadet avlingene.
stormvarsel,Vi hørte på radioen om et stormvarsel.
orkan,En orkan er en svært kraftig storm.
tornado,Tornadoen ødela mange hus.
lynstorm,Lynstormen lyste opp nattehimmelen.
snøstorm,Vi ble sittende fast i en snøstorm.
snøfall,Dette snøfallet var det første i år.
klima,Klimaet i Norge er kaldt og variert.
klimasoner,Jorden er delt inn i ulike klimasoner.
by,Oslo er den største byen i Norge.
landsby,De bor i en liten landsby på landet.
tettsted,Tettstedet har en skole og en butikk.
land,Vi besøkte et nytt land i Afrika.
region,Nord-Norge er en vakker region.
stat,California er en stor stat i USA.
kontinent,Australia er både et kontinent og et land.
gate,Gå ned denne gaten til du ser parken.
vei,Den nye veien gjorde reisen raskere.
sti,Vi fulgte en smal sti gjennom skogen.
plass,Møt meg på den store plassen i sentrum.
park,Vi hadde piknik i parken i går.
torg,Det var et marked på torget i dag.
fjell,Galdhøpiggen er Norges høyeste fjell.
dal,Dalen var frodig og grønn.
elv,Laksen svømmer opp elven for å gyte.
innsjø,Vi badet i den kalde innsjøen.
hav,Havet er dypt og blått.
øy,De bor på en liten øy utenfor kysten.
kyst,Den norske kysten er lang og vill.
strand,Vi lekte i sanden på stranden.
skog,Vi gikk en tur i skogen i går.
fjord,Geirangerfjorden er kjent over hele verden.
grense,De krysset grensen mellom landene.
hovedstad,Paris er hovedstaden i Frankrike.
provins,Hun flyttet til en annen provins i landet.
område,Dette området er beskyttet.
distrikt,De bor i et rolig distrikt i byen.
kommune,Vi betaler skatt til vår kommune.
bydel,Bydelen har mange gamle hus.
sentrum,Vi møtes i sentrum i ettermiddag.
forstad,De kjøpte et hus i forstaden.
boligområde,Dette er et stille boligområde.
bygning,Den høyeste bygningen i byen er 50 etasjer.
tårn,Vi klatret opp i det gamle tårnet.
kirke,Det var et bryllup i kirken i dag.
moské,Moskéen er et viktig sted for bønn.
tempel,Det eldgamle tempelet tiltrekker seg mange turister.
halvøy,Norge ligger på en stor halvøy.
ørken,Sahara er en veldig varm ørken.
jungel,Apekatter lever i jungelen.
savanne,Løver jakter på savannen.
tundra,Tundraen har permafrost og lite vegetasjon.
vulkan,Den aktive vulkanen spydde ut aske.
innsjøområde,Vi dro på ferie til et vakkert innsjøområde.
industriområde,Fabrikken ligger i industriområdet.
turiststed,Lofoten er et populært turiststed.
kulturarv,Pyramidene er en viktig kulturarv i Egypt.
historisk sted,Akropolis er et berømt historisk sted.
monument,De bygget et monument til ære for heltene.
